,Unnamed: 0.1,Unnamed: 0,mz,rt,rt1,rt2,intensity,pic_label,score_inf,snr_inf,snr_mock,score_mock
666,666,666,482.6710774503768,2158.840372224674,2153.66877559566,2168.44072464849,1080194.3515625,2158.840372224674_482.6710774503768_1080194.3515625,0.0,4.28794549335852,0.0,
667,667,667,610.7281340367326,2162.5091772471897,2150.60902706526,2168.44072464849,2488517.27734375,2162.5091772471897_610.7281340367326_2488517.27734375,0.0,4.929751470769509,0.0,
668,668,668,675.3137906971365,2151.622854660813,2129.3499541654505,2193.91170374298,5261742.234375,2151.622854660813_675.3137906971365_5261742.234375,0.6370340165211021,5.91603070700392,0.0,
669,669,669,405.4821420463101,2161.5354769852825,2150.60902706526,2174.1520706787296,4031193.3896484375,2161.5354769852825_405.4821420463101_4031193.3896484375,0.0,9.559796645053485,0.0,
672,672,672,503.7446846003231,2168.325899549944,2159.6111426725497,2179.3246891870504,1250070.783203125,2168.325899549944_503.7446846003231_1250070.783203125,0.0,8.071646833264891,0.0,
677,677,677,424.91633564803095,2170.435305374496,2159.6111426725497,2190.89512924098,2937290.90625,2170.435305374496_424.91633564803095_2937290.90625,1.7899934444580028,7.985977340881837,0.0,
678,678,678,564.2629925030723,2172.205151719502,2165.44461110973,2184.93551913645,2260017.43359375,2172.205151719502_564.2629925030723_2260017.43359375,0.0,10.997236395120858,0.0,0.0
680,680,680,398.2176438392996,2175.046773966779,2153.66877559566,2193.91170374298,5291557.592407227,2175.046773966779_398.2176438392996_5291557.592407227,0.0,6.856311685933109,1.214524929259514,0.0
683,683,683,642.8091136619233,2177.974752880621,2168.44072464849,2221.15436223888,1825202.0908203125,2177.974752880621_642.8091136619233_1825202.0908203125,0.9909328150085428,9.236130329693983,0.0,0.0
684,684,684,641.803628099995,2178.474127707334,2168.44072464849,2196.9344036951097,2681214.647460937,2178.474127707334_641.803628099995_2681214.647460937,2.2394563428179297,7.659998829662852,0.0,
685,685,685,707.8660809677045,2182.159194407996,2171.38673321154,2184.93551913645,808613.6865234375,2182.159194407996_707.8660809677045_808613.6865234375,0.0,8.741937251239214,0.0,
689,689,689,508.772849092799,2182.077220708024,2176.66304317857,2196.9344036951097,1168924.486328125,2182.077220708024_508.772849092799_1168924.486328125,0.0,4.107332296456492,0.0,
692,692,692,375.8377892066986,2190.977827382868,2179.3246891870504,2193.91170374298,524058.537109375,2190.977827382868_375.8377892066986_524058.537109375,0.0,9.924940357265356,0.0,
693,693,693,411.526083592629,2180.427064542989,2171.38673321154,2190.89512924098,1690405.8037109375,2180.427064542989_411.526083592629_1690405.8037109375,0.5839621929974528,8.373940504700336,0.0,
695,695,695,526.7723827800053,2186.73718044672,2174.1520706787296,2193.91170374298,3729814.405761719,2186.73718044672_526.7723827800053_3729814.405761719,0.9148775960361202,9.19739046165825,0.0,0.0
698,698,698,551.3010409583105,2186.522406245715,2176.66304317857,2205.9880631341803,1272850.3708496094,2186.522406245715_551.3010409583105_1272850.3708496094,1.1199594956963994,7.560156796311153,0.0,0.0
699,699,699,605.7278118961704,2185.980371617048,2174.1520706787296,2193.91170374298,1755744.6567382812,2185.980371617048_605.7278118961704_1755744.6567382812,1.110762420198202,8.53565234391356,0.0,
705,705,705,485.5497529003103,2190.821352225604,2187.88052872563,2202.97158471489,1192745.40234375,2190.821352225604_485.5497529003103_1192745.40234375,0.0,6.590778857458269,0.0,
706,706,706,545.7734219024883,2189.9469595587448,2179.3246891870504,2202.97158471489,1979499.599609375,2189.9469595587448_545.7734219024883_1979499.599609375,0.0,6.428021382887881,0.0,0.0
707,707,707,380.1921187218354,2201.9466385119367,2176.66304317857,2212.06580511474,1006041.3393554688,2201.9466385119367_380.1921187218354_1006041.3393554688,0.9649572597007424,7.58684423505883,0.0,0.0
709,709,709,485.23683762462014,2196.043887845497,2174.1520706787296,2205.9880631341803,2006090.6923828125,2196.043887845497_485.23683762462014_2006090.6923828125,0.0,5.176139669246506,0.0,0.0
713,713,713,622.7622483049792,2191.234869612282,2182.14080110932,2209.00964263818,1206457.8984375,2191.234869612282_622.7622483049792_1206457.8984375,0.0,9.265937918433991,0.0,
714,714,714,357.2133968354322,2199.126055016728,2184.93551913645,2212.06580511474,1176869.9599609375,2199.126055016728_357.2133968354322_1176869.9599609375,0.0,4.043136952968608,1.3658900183121088,0.0
723,723,723,580.2423577254249,2208.176069200877,2199.95580569649,2218.13631919767,1016085.5249023438,2208.176069200877_580.2423577254249_1016085.5249023438,0.0,9.507072226735506,0.0,0.0
724,724,724,609.2322364153413,2208.575485332497,2196.9344036951097,2227.22894755743,4273205.646972656,2208.575485332497_609.2322364153413_4273205.646972656,0.0,12.901660269589758,0.0,
726,726,726,389.8598602034893,2216.775000033094,2196.9344036951097,2266.39601711178,30678374.17578125,2216.775000033094_389.8598602034893_30678374.17578125,1.2024614552859605,4.348606082812911,0.0,0.0
732,732,732,659.3285404749395,2224.106640224422,2215.11784759905,2233.28285721684,1174688.69921875,2224.106640224422_659.3285404749395_1174688.69921875,0.0,8.62235961112405,0.0,0.0
734,734,734,400.8833591802661,2218.9620813804786,2205.9880631341803,2254.2466692104103,2742480.384765625,2218.9620813804786_400.8833591802661_2742480.384765625,2.4043734539509978,10.168492824956092,0.0,0.0
735,735,735,401.88795609892105,2224.264713093538,2212.06580511474,2266.39601711178,1852305.4013671875,2224.264713093538_401.88795609892105_1852305.4013671875,0.0,7.261654253024657,0.0,0.0
737,737,737,604.2815745680606,2224.2054294461327,2209.00964263818,2230.24824313068,1890681.34375,2224.2054294461327_604.2815745680606_1890681.34375,0.0,9.782697935518009,0.0,
740,740,740,525.7848788670467,2220.154426431902,2202.97158471489,2236.3165871277,1536008.9423828125,2220.154426431902_525.7848788670467_1536008.9423828125,0.0,9.417316210106607,0.0,0.0
742,742,742,408.1879519579373,2226.281811817124,2202.97158471489,2239.33591464903,1374193.7436523438,2226.281811817124_408.1879519579373_1374193.7436523438,0.0,8.830373812313924,0.0,0.0
743,743,743,475.77996477460334,2224.1392489675395,2212.06580511474,2239.33591464903,2430443.596801758,2224.1392489675395_475.77996477460334_2430443.596801758,0.0,11.143098854100188,0.0,0.0
744,744,744,519.3238672430788,2223.199165552822,2215.11784759905,2248.3540146723,525216.4091796875,2223.199165552822_519.3238672430788_525216.4091796875,0.0,4.534377391259561,0.0,0.0
745,745,745,553.8022104719378,2225.6951471632246,2215.11784759905,2236.3165871277,1070259.0463867188,2225.6951471632246_553.8022104719378_1070259.0463867188,1.8220551022230769,9.350442780031935,0.0,0.0
746,746,746,558.7363446387621,2229.8750478551183,2218.13631919767,2242.35871974375,711447.5927734375,2229.8750478551183_558.7363446387621_711447.5927734375,0.0,10.23285616145239,0.0,
748,748,748,539.7856425699941,2224.582526494716,2205.9880631341803,2242.35871974375,3867166.248046875,2224.582526494716_539.7856425699941_3867166.248046875,0.0,9.48486318084476,0.0,0.0
751,751,751,424.53363665518566,2231.8137708848703,2224.19157616041,2251.2750096693003,572862.271484375,2231.8137708848703_424.53363665518566_572862.271484375,0.9094501227265996,6.758780007894891,0.0,
752,752,752,439.8892401498269,2224.923224999955,2215.11784759905,2245.38164273646,2810624.985595703,2224.923224999955_439.8892401498269_2810624.985595703,0.0,13.59182893670008,0.0,
754,754,754,495.662369656436,2235.979135257726,2224.19157616041,2245.38164273646,656798.03515625,2235.979135257726_495.662369656436_656798.03515625,0.0,10.694552164636232,0.0,0.0
759,759,759,463.192887649059,2230.135097442654,2205.9880631341803,2242.35871974375,821218.2353515625,2230.135097442654_463.192887649059_821218.2353515625,0.0,6.7713769326965885,0.0,0.0
760,760,760,570.7620252300661,2231.7916498602413,2221.15436223888,2239.33591464903,1021319.9609375,2231.7916498602413_570.7620252300661_1021319.9609375,2.508488885916736,7.122348091924351,0.0,0.0
761,761,761,467.7183325014519,2226.677894986381,2218.13631919767,2245.38164273646,1011846.2236328124,2226.677894986381_467.7183325014519_1011846.2236328124,0.0,8.000704011134404,0.0,
763,763,763,490.7618856449265,2237.175050088626,2224.19157616041,2245.38164273646,666277.1860351562,2237.175050088626_490.7618856449265_666277.1860351562,1.8242317908241392,9.02299672987313,0.0,0.0
769,769,769,584.285911235269,2216.5395378762923,2202.97158471489,2263.34128264332,3949013.254882813,2216.5395378762923_584.285911235269_3949013.254882813,1.1747495021591463,9.86823744069741,0.0,0.0
774,774,774,397.1830119475856,2243.237093904212,2230.24824313068,2269.4128046407504,1905588.618215561,2243.237093904212_397.1830119475856_1905588.618215561,0.2762610297142847,4.869255356526576,0.0,0.0
775,775,775,459.6937177441715,2242.5556596878105,2209.00964263818,2260.2872941866003,3060588.2866210938,2242.5556596878105_459.6937177441715_3060588.2866210938,0.0,9.048867306663736,0.0,
777,777,777,708.8037652183525,2239.786147472067,2230.24824313068,2251.2750096693003,525837.1069335938,2239.786147472067_708.8037652183525_525837.1069335938,0.0,9.54590078386246,0.0,
778,778,778,371.74650800657776,2250.3622635026086,2227.22894755743,2260.2872941866003,664243.7646484375,2250.3622635026086_371.74650800657776_664243.7646484375,0.8432587359400895,11.289664245313546,0.0,0.0
782,782,782,964.4405852870324,2247.612322544302,2233.28285721684,2260.2872941866003,751803.5078125,2247.612322544302_964.4405852870324_751803.5078125,0.0,8.94608679359375,0.0,
784,784,784,504.7403938781447,2244.5199448791905,2233.28285721684,2266.39601711178,1881909.03515625,2244.5199448791905_504.7403938781447_1881909.03515625,0.0,8.809681544487514,0.0,0.0
787,787,787,359.50848608009824,2260.3072981601235,2245.38164273646,2266.39601711178,1329270.947265625,2260.3072981601235_359.50848608009824_1329270.947265625,0.0,4.437979078302186,0.0,
789,789,789,428.1898918888129,2237.2281225361307,2196.9344036951097,2272.45570413015,2170792.412841797,2237.2281225361307_428.1898918888129_2170792.412841797,0.0,10.321426957078726,0.0,0.0
792,792,792,419.5256444193693,2251.5178554516337,2233.28285721684,2266.39601711178,2068914.7416992188,2251.5178554516337_419.5256444193693_2068914.7416992188,0.0,9.180994126665844,0.0,
793,793,793,450.7664211886424,2252.886397806849,2233.28285721684,2269.4128046407504,3859558.081054688,2252.886397806849_450.7664211886424_3859558.081054688,1.4638400013765818,11.0198921784173,0.0,
794,794,794,638.7681191190935,2263.3556043149883,2251.2750096693003,2266.39601711178,785821.806640625,2263.3556043149883_638.7681191190935_785821.806640625,0.0,7.256429107128629,0.0,
800,800,800,654.7653591101292,2261.237501919373,2254.2466692104103,2272.45570413015,847635.5830078125,2261.237501919373_654.7653591101292_847635.5830078125,1.393238141806338,7.077976901590825,0.0,0.0
801,801,801,665.7558433500834,2262.06479125062,2251.2750096693003,2272.45570413015,1243659.6713867188,2262.06479125062_665.7558433500834_1243659.6713867188,1.89902122242538,9.546690361485068,0.0,0.0
803,803,803,450.5465421542343,2262.1579948287053,2248.3540146723,2311.48912874604,2775837.4165039062,2262.1579948287053_450.5465421542343_2775837.4165039062,0.5522892119251331,11.195702344161033,0.0,0.0
806,806,806,552.7869758936772,2269.4156123944936,2257.2695236578,2278.51411060236,963728.3359375,2269.4156123944936_552.7869758936772_963728.3359375,0.0,8.731452017854552,0.0,
807,807,807,448.5414641669645,2272.479509958576,2260.2872941866003,2287.30876318359,900698.3608398438,2272.479509958576_448.5414641669645_900698.3608398438,0.0,4.38846401123272,0.0,
808,808,808,595.7824708080905,2271.5619621318024,2257.2695236578,2281.4785690679405,1831900.318359375,2271.5619621318024_595.7824708080905_1831900.318359375,1.4871531446213289,12.830034431424927,0.0,
810,810,810,485.9631556970352,2288.022754180262,2257.2695236578,2317.5256021394703,3689122.838867188,2288.022754180262_485.9631556970352_3689122.838867188,0.0,10.96176515883515,0.0,0.0
813,813,813,398.7609944086808,2275.5377762862504,2263.34128264332,2287.30876318359,1310211.63671875,2275.5377762862504_398.7609944086808_1310211.63671875,0.0,4.753956933150765,0.0,
815,815,815,505.7457663112391,2281.516633133488,2266.39601711178,2284.36794916533,1145845.59765625,2281.516633133488_505.7457663112391_1145845.59765625,0.0,9.08501196353768,0.0,0.0
819,819,819,371.4969352774315,2280.491729313634,2269.4128046407504,2290.32459167385,1010127.310546875,2280.491729313634_371.4969352774315_1010127.310546875,1.3517621807781677,7.755212453851756,0.0,0.0
821,821,821,628.307724736805,2283.865944221216,2272.45570413015,2293.34006813907,1187904.4609375,2283.865944221216_628.307724736805_1187904.4609375,0.0,9.538394391093467,0.0,0.0
822,822,822,686.3646621668856,2287.210610808741,2275.49865917109,2293.34006813907,890199.1845703125,2287.210610808741_686.3646621668856_890199.1845703125,0.0,5.458648886481576,0.0,
825,825,825,474.725089119192,2289.70589230128,2272.45570413015,2302.4363021030404,5585890.455078125,2289.70589230128_474.725089119192_5585890.455078125,0.0,12.039233082360768,0.0,
826,826,826,501.7590647895053,2281.5977048768773,2257.2695236578,2296.38038662815,5387923.173339844,2281.5977048768773_501.7590647895053_5387923.173339844,0.0,12.57116375538358,0.0,0.0
828,828,828,516.2352243324895,2281.438990094789,2275.49865917109,2293.34006813907,858873.1826171875,2281.438990094789_516.2352243324895_858873.1826171875,0.0,4.159927462090284,0.0,0.0
830,830,830,519.227316358996,2293.2609314195483,2281.4785690679405,2308.47347573184,2002685.009765625,2293.2609314195483_519.227316358996_2002685.009765625,0.0,12.988445223620367,0.0,0.0
834,834,834,526.2807444594798,2281.835588424744,2266.39601711178,2302.4363021030404,5375756.04296875,2281.835588424744_526.2807444594798_5375756.04296875,0.0,14.551706176116,0.0,0.0
838,838,838,569.7958339851389,2302.45693134712,2287.30876318359,2305.45585063839,810269.0234375,2302.45693134712_569.7958339851389_810269.0234375,0.0,10.17423701249483,0.0,0.0
841,841,841,360.8773213782764,2298.2838290437685,2290.32459167385,2311.48912874604,864069.5864257812,2298.2838290437685_360.8773213782764_864069.5864257812,1.923291487146802,6.844701561149533,1.5450263771938944,
842,842,842,385.52029182869984,2293.672441446654,2284.36794916533,2308.47347573184,1387214.794921875,2293.672441446654_385.52029182869984_1387214.794921875,0.0,5.953513140178253,0.0,0.0
843,843,843,452.2428241545255,2296.395803158621,2290.32459167385,2314.50810567285,1056140.359375,2296.395803158621_452.2428241545255_1056140.359375,0.0,6.216427834092082,0.0,0.0
845,845,845,528.7595610563701,2292.892428694945,2251.2750096693003,2314.50810567285,1814237.5684204104,2292.892428694945_528.7595610563701_1814237.5684204104,0.0,7.091389080874682,0.0,0.0
850,850,850,510.2592699514571,2310.593580233325,2299.41995266818,2323.55336502936,1765854.4348144531,2310.593580233325_510.2592699514571_1765854.4348144531,0.0,5.986850116571113,0.0,
853,853,853,401.23118373499744,2319.807252971046,2302.4363021030404,2329.61997012042,1539663.0234375,2319.807252971046_401.23118373499744_1539663.0234375,0.0,7.125302243513134,0.0,0.0
861,861,861,494.878322205564,2317.806874708226,2305.45585063839,2332.6706856861,3445267.0,2317.806874708226_494.878322205564_3445267.0,0.0,8.393182980489073,0.0,
864,864,864,464.8007041303177,2322.2546856645604,2308.47347573184,2332.6706856861,4476905.391662598,2322.2546856645604_464.8007041303177_4476905.391662598,1.9354316267020784,9.936019935028886,0.0,
867,867,867,361.896522300426,2324.3996793001265,2314.50810567285,2335.70569912338,1542564.015625,2324.3996793001265_361.896522300426_1542564.015625,0.7431859698227957,5.80045730754834,0.0,
870,870,870,533.729874616566,2336.362378988471,2323.55336502936,2350.65478567029,5902606.940429688,2336.362378988471_533.729874616566_5902606.940429688,0.0,9.140635868686934,0.0,
871,871,871,389.8565598727695,2338.989201869599,2311.48912874604,2378.11043313882,47749111.58459473,2338.989201869599_389.8565598727695_47749111.58459473,0.0,15.857336617009096,0.0,0.0
880,880,880,546.8112430439434,2337.1472170057004,2323.55336502936,2362.7999107017304,3499800.134765625,2337.1472170057004_546.8112430439434_3499800.134765625,1.4517866690054462,6.560386223315269,0.0,
882,882,882,555.798752576897,2339.861726089156,2326.56871954347,2362.7999107017304,11675716.77734375,2339.861726089156_555.798752576897_11675716.77734375,1.8675762087505616,11.129725059467273,0.0,0.0
886,886,886,380.5393765266691,2365.819408661669,2350.65478567029,2368.83032063388,2104107.5830078125,2365.819408661669_380.5393765266691_2104107.5830078125,0.0,4.520419209698951,0.0,0.0
887,887,887,532.2614365653551,2344.747320060149,2341.75911168003,2359.7466687336,1854854.173828125,2344.747320060149_532.2614365653551_1854854.173828125,0.0,6.549169834662639,0.0,0.0
888,888,888,569.7950551616133,2351.4611885132936,2323.55336502936,2359.7466687336,963271.00390625,2351.4611885132936_569.7950551616133_963271.00390625,0.0,10.371933694591306,0.0,0.0
893,893,893,484.7169023125275,2345.6193811964104,2326.56871954347,2362.7999107017304,7311077.889160156,2345.6193811964104_484.7169023125275_7311077.889160156,2.432746554939191,10.3645387607315,0.0,
897,897,897,467.2446751810782,2355.2098613898856,2341.75911168003,2368.83032063388,12926723.400756836,2355.2098613898856_467.2446751810782_12926723.400756836,2.3952717442857963,10.041593798630096,0.0,0.0
900,900,900,570.2385018346808,2350.647321698412,2347.68504372978,2362.7999107017304,651042.0703125,2350.647321698412_570.2385018346808_651042.0703125,0.0,8.641987667181928,0.0,
907,907,907,593.8483054467735,2344.7140699649576,2323.55336502936,2378.11043313882,7300488.953125,2344.7140699649576_593.8483054467735_7300488.953125,0.0,9.150735900490576,0.0,
909,909,909,356.8763045619417,2365.902878606425,2344.74915269757,2368.83032063388,1176095.4453125,2365.902878606425_356.8763045619417_1176095.4453125,0.0,8.337601441776329,0.0,0.0
910,910,910,409.5538856179349,2362.440754872101,2344.74915269757,2368.83032063388,1149419.267578125,2362.440754872101_409.5538856179349_1149419.267578125,0.0,5.304515379329178,0.0,
911,911,911,543.8162564937364,2365.1842714058644,2353.67545811082,2374.46445063495,1245926.6845703125,2365.1842714058644_543.8162564937364_1245926.6845703125,0.0,8.573490905020313,0.0,
916,916,916,580.2415936484496,2356.032474947754,2332.6706856861,2379.75839868927,3583998.036254883,2356.032474947754_580.2415936484496_3583998.036254883,0.0,10.235477759996073,0.0,0.0
917,917,917,626.8005397632029,2371.9838022800814,2359.7466687336,2379.75839868927,1241521.1796875,2371.9838022800814_626.8005397632029_1241521.1796875,0.0,9.329245718327416,0.0,
919,919,919,653.8038094906042,2370.5205840241265,2353.67545811082,2390.8327006473305,16702595.756835938,2370.5205840241265_653.8038094906042_16702595.756835938,2.3823791515432178,8.590120986083692,0.0,
921,921,921,384.5678345008847,2365.523408447975,2338.74029961966,2410.43176618956,35744748.122558594,2365.523408447975_384.5678345008847_35744748.122558594,0.0,12.386246499441956,0.0,0.0
922,922,922,715.3503989074748,2380.982622523131,2371.8485045805005,2394.79349616909,5296563.690429688,2380.982622523131_715.3503989074748_5296563.690429688,0.0,5.328446430064894,0.0,
923,923,923,574.2363006678355,2383.306738130177,2371.8485045805005,2390.8327006473305,2178271.96875,2383.306738130177_574.2363006678355_2178271.96875,0.0,4.666015310394961,0.0,
929,929,929,605.8015166542215,2384.2297436535323,2371.8485045805005,2398.95856956387,5133539.40625,2384.2297436535323_605.8015166542215_5133539.40625,1.6803121872114473,4.25760655615564,0.0,
932,932,932,572.3339577500226,2396.2856669648977,2389.03288165473,2410.43176618956,1820726.076171875,2396.2856669648977_572.3339577500226_1820726.076171875,0.0,4.719356940804178,0.0,
935,935,935,515.9199943405357,2399.057944534733,2389.03288165473,2413.4555911197604,2958675.68359375,2399.057944534733_515.9199943405357_2958675.68359375,0.0,7.652787911853621,0.0,
936,936,936,529.2877395833276,2401.664658005649,2386.24648324392,2425.55925611403,2067000.134765625,2401.664658005649_529.2877395833276_2067000.134765625,0.0,5.451776052567913,0.0,0.0
939,939,939,404.7200269509628,2402.281442623247,2386.24648324392,2416.4722171201806,24205897.59716797,2402.281442623247_404.7200269509628_24205897.59716797,2.1870849496310685,11.719921768879368,0.0,0.0
940,940,940,411.20035143508505,2399.225152068936,2382.8489035739703,2416.4722171201806,3396925.07421875,2399.225152068936_411.20035143508505_3396925.07421875,0.0,5.491362702569325,0.0,0.0
943,943,943,564.2406306568004,2413.613910901215,2398.95856956387,2431.59954468153,2009254.248291016,2413.613910901215_564.2406306568004_2009254.248291016,0.0,8.353794115920493,0.0,0.0
944,944,944,676.8251167995712,2413.469441003372,2398.95856956387,2416.4722171201806,757213.02734375,2413.469441003372_676.8251167995712_757213.02734375,0.0,11.741157486795585,0.0,
946,946,946,444.8976749770285,2408.8966975423746,2398.95856956387,2422.53703562166,2511105.66015625,2408.8966975423746_444.8976749770285_2511105.66015625,0.4689623793689132,10.884093303555188,0.0,
949,949,949,373.514283468961,2424.406102872093,2401.52114061261,2437.63303760433,2958239.079853058,2424.406102872093_373.514283468961_2958239.079853058,1.926852028094396,12.426377975818754,0.0,
952,952,952,472.75322327295726,2413.719857953072,2404.44153908634,2425.55925611403,1514800.8325195312,2413.719857953072_472.75322327295726_1514800.8325195312,0.0,9.684682825155612,0.0,
953,953,953,514.2374085377091,2413.55717961276,2404.44153908634,2428.58041111374,4589825.7880859375,2413.55717961276_514.2374085377091_4589825.7880859375,0.0,8.967434449593581,0.0,
954,954,954,559.2496235096323,2418.267976511774,2407.40867010498,2434.6177951469404,1189676.7348632812,2418.267976511774_559.2496235096323_1189676.7348632812,0.9514149020803518,7.576294847600996,0.0,
958,958,958,433.2115734357884,2421.9567400981523,2407.40867010498,2434.6177951469404,1311935.5708007812,2421.9567400981523_433.2115734357884_1311935.5708007812,0.0,11.718194335850098,0.0,
959,959,959,436.217507319926,2418.8778328340622,2404.44153908634,2434.6177951469404,1478258.6821289062,2418.8778328340622_436.217507319926_1478258.6821289062,0.0,9.708161600960189,1.805921385512196,0.0
960,960,960,482.5761868113222,2414.381795470225,2410.43176618956,2425.55925611403,612872.107421875,2414.381795470225_482.5761868113222_612872.107421875,0.0,6.751187218089473,0.0,
962,962,962,601.7690518207578,2416.4565891135394,2413.4555911197604,2428.58041111374,647948.2099609375,2416.4565891135394_601.7690518207578_647948.2099609375,0.0,4.681880934696095,0.0,
966,966,966,457.7199325701445,2417.443750595224,2407.40867010498,2434.6177951469404,1249825.896484375,2417.443750595224_457.7199325701445_1249825.896484375,0.0,6.157251076010136,0.0,0.0
970,970,970,619.2578298927245,2424.028498310377,2410.43176618956,2437.63303760433,3726013.794921875,2424.028498310377_619.2578298927245_3726013.794921875,2.529031074935061,9.903694287102637,0.0,
971,971,971,630.2484981502902,2423.332683500956,2416.4722171201806,2431.59954468153,926182.263305664,2423.332683500956_630.2484981502902_926182.263305664,0.4428178414974187,4.345147890883342,0.0,
974,974,974,384.5677270258325,2422.702884621277,2407.40867010498,2437.63303760433,1354176.1162109375,2422.702884621277_384.5677270258325_1354176.1162109375,0.0,7.689828778487339,0.0,0.0
975,975,975,474.655668384405,2424.941698002017,2410.43176618956,2437.63303760433,1459213.9443359375,2424.941698002017_474.655668384405_1459213.9443359375,0.0,10.08596038910093,0.0,
978,978,978,567.3022273445447,2427.7746643188366,2416.4722171201806,2434.6177951469404,911385.6713867188,2427.7746643188366_567.3022273445447_911385.6713867188,0.0,7.614648410038422,0.0,
981,981,981,383.4949776895173,2428.9360763847626,2410.43176618956,2443.67816964531,6907498.315856934,2428.9360763847626_383.4949776895173_6907498.315856934,0.0,9.801631167628884,0.0,
983,983,983,569.7629728548804,2426.551557245806,2413.4555911197604,2437.63303760433,2114822.3857421875,2426.551557245806_569.7629728548804_2114822.3857421875,1.5359335192977714,10.084188836862069,0.0,0.0
985,985,985,611.7668026343036,2427.16470574883,2416.4722171201806,2437.63303760433,962889.451171875,2427.16470574883_611.7668026343036_962889.451171875,0.3575222721488982,8.446381182579325,0.0,0.0
986,986,986,621.3109870607248,2437.6384287666738,2422.53703562166,2440.65645257376,1731338.64453125,2437.6384287666738_621.3109870607248_1731338.64453125,0.0,10.929313019744937,0.0,
987,987,987,620.3100168600183,2428.1312790084035,2416.4722171201806,2437.63303760433,1157540.939819336,2428.1312790084035_620.3100168600183_1157540.939819336,0.0,9.827977332746125,0.0,
989,989,989,397.8311789229722,2433.412604028079,2425.55925611403,2440.65645257376,1220519.4516601562,2433.412604028079_397.8311789229722_1220519.4516601562,0.7708220797500689,5.16227371265968,0.0,
990,990,990,450.5470615124461,2431.8913288292874,2422.53703562166,2440.65645257376,1231470.7255859375,2431.8913288292874_450.5470615124461_1231470.7255859375,0.0,8.35910543618149,0.0,0.0
991,991,991,529.2455085408308,2433.1784050040023,2419.5038476362297,2437.63303760433,1056105.4829101562,2433.1784050040023_529.2455085408308_1056105.4829101562,0.9971002020216634,4.556953562001272,0.0,0.0
994,994,994,543.742004096779,2438.8751176429782,2422.53703562166,2454.93519214533,4104002.391113281,2438.8751176429782_543.742004096779_4104002.391113281,1.7057388754069862,9.53354519099007,0.0,0.0
999,999,999,457.8815203257617,2450.9798921091187,2434.6177951469404,2470.2660122289603,6539710.515625,2450.9798921091187_457.8815203257617_6539710.515625,1.8542324263926309,8.56806764361671,0.0,
1005,1005,1005,529.7411595929104,2467.929482810431,2456.6847561969603,2479.32479015733,1141865.7905273438,2467.929482810431_529.7411595929104_1141865.7905273438,0.0,6.319915144841427,0.0,
1006,1006,1006,551.7970050721462,2461.2777792188726,2458.3839205875297,2476.30194620037,624579.669921875,2461.2777792188726_551.7970050721462_624579.669921875,0.0,15.879307891455529,0.0,
1007,1007,1007,362.5406714984708,2473.3037350398745,2462.08352414514,2482.3501410856497,560429.732421875,2473.3037350398745_362.5406714984708_560429.732421875,0.0,8.12281770889865,0.0,
1014,1014,1014,589.816506774667,2469.390362953545,2462.08352414514,2482.3501410856497,893966.2299804688,2469.390362953545_589.816506774667_893966.2299804688,0.0,7.582853098502563,0.0,
1019,1019,1019,388.7297688835915,2471.1097612947774,2459.9783001318,2488.3976061716103,3095819.4418945312,2471.1097612947774_388.7297688835915_3095819.4418945312,0.0,9.821447990977584,0.0,
1021,1021,1021,494.2809169146987,2479.0693863728247,2459.9783001318,2491.42504516983,4414462.69140625,2479.0693863728247_494.2809169146987_4414462.69140625,0.0,8.01790652212785,0.0,0.0
1022,1022,1022,498.297929673354,2476.27986521345,2464.54529611017,2488.3976061716103,621948.1939697266,2476.27986521345_498.297929673354_621948.1939697266,0.0,7.710352657321353,0.0,
1023,1023,1023,521.7472325412409,2473.010225620283,2464.54529611017,2485.3697281255795,1013362.735107422,2473.010225620283_521.7472325412409_1013362.735107422,0.0,8.911869456400643,0.0,0.0
1024,1024,1024,561.2467713642661,2470.8075442707004,2456.6847561969603,2485.3697281255795,1596889.583984375,2470.8075442707004_561.2467713642661_1596889.583984375,0.0,10.371996467309083,0.0,
1027,1027,1027,474.2778800602052,2476.0995420090053,2467.30420020963,2485.3697281255795,999798.4326171876,2476.0995420090053_474.2778800602052_999798.4326171876,0.0,7.722314915131418,0.0,
1029,1029,1029,371.7462270064773,2478.979205302612,2456.6847561969603,2497.45726708317,1959589.205078125,2478.979205302612_371.7462270064773_1959589.205078125,0.0,7.381355983456429,0.0,0.0
1037,1037,1037,587.7664135640163,2484.4940540115244,2476.30194620037,2491.42504516983,794965.9262695312,2484.4940540115244_587.7664135640163_794965.9262695312,0.0,4.754172681537775,0.0,0.0
1038,1038,1038,638.2676257669455,2487.9707836019684,2476.30194620037,2497.45726708317,1135631.2177734375,2487.9707836019684_638.2676257669455_1135631.2177734375,0.0,7.464672244283872,0.0,
1042,1042,1042,446.5644215253181,2487.00957640393,2470.2660122289603,2494.43883315468,1685174.7030029297,2487.00957640393_446.5644215253181_1685174.7030029297,1.7004511353600056,8.114957538927722,0.0,
1043,1043,1043,529.3010946746651,2491.1552029918994,2476.30194620037,2497.45726708317,873942.400390625,2491.1552029918994_529.3010946746651_873942.400390625,0.0,6.807899164940039,0.0,0.0
1047,1047,1047,429.2454031513134,2493.158972645182,2485.3697281255795,2500.4776986017096,1457348.138671875,2493.158972645182_429.2454031513134_1457348.138671875,0.6880908124518735,9.14438007028043,0.0,
